instance_id_1;instance_id_2;distance;time
GS Caterpillar_4;Mallows_22;715.0;27.832032203674316
GS Caterpillar_4;Mallows_23;675.0;22.904892921447754
GS Caterpillar_4;Mallows_24;863.0;22.159682750701904
GS Caterpillar_4;Mallows_25;1143.0;17.659493923187256
GS Caterpillar_4;Mallows_26;578.0;19.64116144180298
GS Caterpillar_4;Mallows_27;1026.0;22.637880086898804
GS Caterpillar_4;Mallows_28;1075.0;31.987295150756836
GS Caterpillar_4;Mallows_29;525.0;32.23247218132019
GS Caterpillar_4;Mallows_30;535.0;32.23201513290405
GS Caterpillar_4;Mallows_31;781.0;42.15101909637451
GS Caterpillar_4;Mallows_32;1179.0;29.387500762939453
GS Caterpillar_4;Mallows_33;542.0;31.8440043926239
GS Caterpillar_4;Mallows_34;713.0;35.520111083984375
GS Caterpillar_4;Mallows_35;570.0;19.244519472122192
GS Caterpillar_4;Mallows_36;606.0;21.406976461410522
GS Caterpillar_4;Mallows_37;1099.0;16.151121139526367
GS Caterpillar_4;Mallows_38;664.0;23.970605850219727
GS Caterpillar_4;Mallows_39;663.0;38.45475387573242
GS Caterpillar_4;Mallows_40;1045.0;31.90367341041565
GS Caterpillar_4;Mallows_41;577.0;35.847864389419556
GS Caterpillar_4;Mallows_42;1198.0;28.691745042800903
GS Caterpillar_4;Mallows_43;572.0;35.44987940788269
GS Caterpillar_4;Mallows_44;562.0;33.55243802070618
GS Caterpillar_4;Mallows_45;1034.0;32.99927234649658
GS Caterpillar_4;Mallows_46;712.0;31.09069275856018
GS Caterpillar_4;Mallows_47;1179.0;16.50111484527588
GS Caterpillar_4;UN_0;554.0;17.005292654037476
GS Caterpillar_4;UN_1;553.0;24.380792140960693
GS Caterpillar_4;UN_2;556.0;19.396440505981445
GS Caterpillar_4;UN_3;559.0;16.6740620136261
GS Caterpillar_4;ID;1238.0;14.015721321105957
GS Caterpillar_4;AN;808.0;16.26484179496765
GS Caterpillar_4;UNSTA;699.0;17.8577561378479
GS Caterpillar_4;UNSTB;802.0;20.766382932662964
GS Caterpillar_4;UNSTC;868.0;23.047362327575684
GS Caterpillar_4;ST_0;883.0;24.907736778259277
GS Caterpillar_4;ST_1;885.0;23.113444805145264
GS Caterpillar_4;ST_2;882.0;27.46938920021057
GS Caterpillar_4;ST_3;881.0;29.670867443084717
GS Caterpillar_4;IDSTA;1003.0;19.904935598373413
GS Caterpillar_4;IDSTB;1082.0;18.291345357894897
GS Caterpillar_4;IDSTC;1150.0;16.71158790588379
GS Caterpillar_4;IDAN_0;1140.0;18.308084726333618
GS Caterpillar_4;IDAN_1;1060.0;17.962287425994873
GS Caterpillar_4;IDAN_2;1004.0;15.808763027191162
GS Caterpillar_4;IDAN_3;952.0;16.292710304260254
GS Caterpillar_4;IDAN_4;912.0;16.589710474014282
GS Caterpillar_4;IDAN_5;880.0;18.90082287788391
GS Caterpillar_4;IDAN_6;856.0;19.860376358032227
GS Caterpillar_4;IDAN_7;836.0;17.476341247558594
GS Caterpillar_4;IDAN_8;822.0;15.710739135742188
